Date, Open, High, Low, Close
11/9/2020,2438.63,2459.15,2434.52,2447.2
11/6/2020,2421.79,2431.11,2404.97,2416.5
11/5/2020,2373.41,2413.79,2370.85,2413.79
11/4/2020,2361.32,2371.14,2339.95,2357.32
11/3/2020,2315.81,2344.77,2315.3,2343.31
11/2/2020,2276.61,2302.64,2267.95,2300.16
10/30/2020,2319.56,2320.2,2266.93,2267.15
10/29/2020,2312.34,2330.17,2299.91,2326.67
10/28/2020,2324.18,2345.46,2316.47,2345.26
10/27/2020,2328.66,2349.33,2321.23,2330.84
10/26/2020,2366.5,2374.5,2342.58,2343.91
10/23/2020,2364.84,2368.57,2344.49,2360.81
10/22/2020,2355.61,2360.22,2339.73,2355.05
10/21/2020,2363.03,2371.74,2356.32,2370.86
10/20/2020,2333.56,2358.41,2322.06,2358.41
10/19/2020,2352.92,2364.25,2344.77,2346.74
10/16/2020,2363.88,2370.73,2325.03,2341.53
10/15/2020,2375.91,2376.73,2348.74,2361.21
10/14/2020,2403.74,2405.56,2375.54,2380.48
10/13/2020,2416.85,2418.89,2385.87,2403.15
10/12/2020,2404.18,2409.42,2393.74,2403.73
10/8/2020,2408.49,2409.01,2383.82,2391.96
10/7/2020,2350.82,2387.45,2347.82,2386.94
10/6/2020,2369.17,2378.28,2355.39,2365.9
10/5/2020,2330.55,2364.73,2327.83,2358
9/29/2020,2331.51,2339.83,2320.04,2327.89
9/28/2020,2301.16,2314.81,2291.32,2308.08
9/25/2020,2295.19,2296.36,2267.63,2278.79
9/24/2020,2295.62,2309.74,2268.88,2272.7
9/23/2020,2352.56,2354.46,2287.44,2333.24
9/22/2020,2388.14,2388.49,2323.58,2332.59
9/21/2020,2412.44,2427.17,2379.38,2389.39
9/18/2020,2413.53,2417.81,2396.33,2412.4
9/17/2020,2430.77,2437.02,2398.69,2406.17
9/16/2020,2442.72,2450.53,2429.94,2435.92
9/15/2020,2434.59,2444.57,2423.79,2443.58
9/14/2020,2418.33,2429.07,2410.79,2427.91
9/11/2020,2389.76,2397.56,2374,2396.69
9/10/2020,2404.83,2406.68,2388.56,2396.48
9/9/2020,2372.53,2388.85,2369.12,2375.81
9/8/2020,2402.66,2407.56,2391.43,2401.91
9/7/2020,2369.85,2387.49,2362.42,2384.22
9/4/2020,2332.68,2371.02,2332.68,2368.25
9/3/2020,2383.26,2401.78,2382.23,2395.9
9/2/2020,2363.43,2369.57,2341.29,2364.37
9/1/2020,2340.19,2355.9,2331.23,2349.55
8/31/2020,2377.09,2381.5,2326.06,2326.17
8/28/2020,2362.22,2379.26,2345.28,2353.8
8/27/2020,2371.95,2373.36,2344.38,2344.45
8/26/2020,2367.74,2374.68,2336.98,2369.32
8/25/2020,2352.15,2369.78,2340.97,2366.73
8/24/2020,2309.38,2332.33,2283.48,2329.83
8/21/2020,2306.16,2329.34,2280.97,2304.59
8/20/2020,2339.91,2357.08,2270.85,2274.22
8/19/2020,2370.87,2380.1,2353.17,2360.54
8/18/2020,2405.84,2419.65,2336.78,2348.24
8/14/2020,2427.85,2435,2383.69,2407.49
8/13/2020,2455.28,2458.17,2412.49,2437.53
8/12/2020,2414.78,2432.35,2393.27,2432.35
8/11/2020,2396.11,2429.36,2396.11,2418.67
8/10/2020,2353.92,2390.51,2349.33,2386.38
8/7/2020,2349.25,2362.24,2333.62,2351.67
8/6/2020,2322.64,2352.48,2322.64,2342.61
8/5/2020,2289.23,2312.14,2283.95,2311.86
8/4/2020,2272.33,2284.66,2269.69,2279.97
8/3/2020,2251.65,2254.38,2237.04,2251.04
7/31/2020,2278.53,2281.41,2248.49,2249.37
7/30/2020,2275.33,2281.33,2263.81,2267.01
7/29/2020,2258.35,2276.79,2252.24,2263.16
7/28/2020,2238.19,2266,2237.21,2256.99
7/27/2020,2203.48,2231.25,2203.48,2217.86
7/24/2020,2196.73,2219.57,2195.49,2200.44
7/23/2020,2227.24,2227.24,2202.99,2216.19
7/22/2020,2228.2,2238.86,2221.62,2228.66
7/21/2020,2219.19,2234.86,2214.28,2228.83
7/20/2020,2209.59,2209.59,2183.83,2198.2
7/17/2020,2187.85,2204.2,2187.85,2201.19
7/16/2020,2203.3,2207.34,2177.82,2183.76
7/15/2020,2208.73,2216.97,2190.66,2201.88
7/14/2020,2176.43,2183.61,2165.6,2183.61
7/13/2020,2170.51,2188.8,2163.07,2186.06
7/10/2020,2171.44,2171.52,2140.29,2150.25
7/9/2020,2171.15,2181.48,2166.74,2167.9
7/8/2020,2166.76,2173.83,2150.89,2158.88
7/7/2020,2202.04,2206.79,2164.03,2164.17
7/6/2020,2158.95,2191.28,2157.71,2187.93
7/3/2020,2147.89,2153.54,2135.3,2152.41
7/2/2020,2116.72,2135.37,2113.98,2135.37
7/1/2020,2128.81,2133.55,2101.33,2106.7
6/30/2020,2124.38,2134.38,2108.26,2108.33
6/29/2020,2105.54,2120.5,2087.84,2093.48
6/26/2020,2137.47,2142.04,2115.25,2134.65
6/25/2020,2130.45,2143.33,2112.37,2112.37
6/24/2020,2145.93,2171.86,2143.91,2161.51
6/23/2020,2149.13,2158.15,2110.51,2131.24
6/22/2020,2126.38,2142.88,2122.1,2126.73
6/19/2020,2153.09,2153.57,2108.91,2141.32
6/18/2020,2134.35,2145.13,2120.29,2133.48
6/17/2020,2133.18,2154.37,2105.26,2141.05
6/16/2020,2091.09,2138.08,2079.02,2138.05
6/15/2020,2114.41,2129.67,2030.82,2030.82
6/12/2020,2088.24,2137.12,2084.63,2132.3
6/11/2020,2184.36,2200.72,2148.51,2176.78
6/10/2020,2187.91,2200.68,2178.12,2195.69
6/9/2020,2206.23,2212.17,2166.01,2188.92
6/8/2020,2215.6,2217.21,2174.96,2184.29
6/5/2020,2151.17,2187.25,2138.18,2181.87
6/4/2020,2181.64,2191,2139.68,2151.18
6/3/2020,2108.55,2156.55,2107.69,2147
6/2/2020,2061.45,2089.43,2059.14,2087.19
6/1/2020,2037.04,2065.38,2035.63,2065.08
5/29/2020,2018.37,2038.89,2006.62,2029.6
5/28/2020,2047.08,2054.52,2003.75,2028.54
5/27/2020,2027.9,2043.44,2019.82,2031.2
5/26/2020,2001,2029.89,1997.94,2029.78
5/25/2020,1980.51,1994.9,1967.84,1994.6
5/22/2020,2001.6,2002.65,1961.4,1970.13
5/21/2020,2003.2,2004.95,1993,1998.31
5/20/2020,1972.12,1992.2,1972.12,1989.64
5/19/2020,1977.47,1983.77,1968.59,1980.61
5/18/2020,1934.51,1943.07,1921.14,1937.11
5/15/2020,1937.63,1938.59,1913.21,1927.28
5/14/2020,1922.44,1931.43,1913.49,1924.96
5/13/2020,1897.5,1940.42,1897.24,1940.42
5/12/2020,1938.62,1938.62,1905.17,1922.17
5/11/2020,1953.51,1960.46,1932.87,1935.4
5/8/2020,1944.94,1956.89,1942.54,1945.82
5/7/2020,1922,1938.5,1918.57,1928.61
5/6/2020,1919.45,1928.76,1902.55,1928.76
5/4/2020,1906.42,1918.66,1894.29,1895.37
4/29/2020,1936.89,1957.51,1934.31,1947.56
4/28/2020,1931.25,1941.79,1911.63,1934.09
4/27/2020,1897.06,1929.82,1894.62,1922.77
4/24/2020,1906.07,1908.29,1880.71,1889.01
4/23/2020,1907.45,1923.53,1895.98,1914.73
4/22/2020,1855.51,1897.9,1844.85,1896.15
4/21/2020,1886.78,1898.32,1841.66,1879.38
4/20/2020,1908.34,1925.25,1893.17,1898.36
4/17/2020,1893.31,1926.02,1893.19,1914.53
4/16/2020,1839.51,1862.23,1828.13,1857.07
4/14/2020,1846.41,1864.46,1837.17,1857.08
4/13/2020,1853.3,1853.3,1825.76,1825.76
4/10/2020,1835.76,1861.1,1824.43,1860.7
4/9/2020,1838.09,1839.33,1818.3,1836.21
4/8/2020,1815.75,1842.16,1801.8,1807.14
4/7/2020,1826.72,1838.97,1791.92,1823.6
4/6/2020,1745.25,1794.19,1742.67,1791.88
4/3/2020,1731.17,1743.91,1706.68,1725.44
4/2/2020,1693.53,1726.76,1664.13,1724.86
4/1/2020,1737.28,1762.44,1685.37,1685.46
3/31/2020,1739.29,1757.81,1722.62,1754.64
3/30/2020,1670.34,1729.63,1659.95,1717.12
3/27/2020,1756.07,1759.05,1668.21,1717.73
3/26/2020,1699.11,1735.75,1679.23,1686.24
3/25/2020,1668.19,1707.64,1645.28,1704.76
3/24/2020,1523.69,1609.97,1508.68,1609.97
3/23/2020,1474.45,1516.75,1458.41,1482.46
3/20/2020,1498.49,1566.82,1466.48,1566.15
3/19/2020,1626.09,1626.09,1439.43,1457.64
3/18/2020,1686.12,1693.95,1591.12,1591.2
3/17/2020,1640.84,1722.97,1637.88,1672.44
3/16/2020,1805.43,1805.43,1714.38,1714.86
3/13/2020,1722.68,1809.31,1680.6,1771.44
3/12/2020,1887.97,1897.23,1808.56,1834.33
3/11/2020,1965.67,1967.7,1898.27,1908.27
3/10/2020,1942.85,1968.17,1934.72,1962.93
3/9/2020,1981.02,1989.5,1946.9,1954.77
3/6/2020,2053.09,2062.57,2032.13,2040.22
3/5/2020,2078.11,2089.08,2059.99,2085.26
3/4/2020,2005.81,2063.59,2005.81,2059.33
3/3/2020,2051.85,2051.85,2009.39,2014.15
3/2/2020,1997.03,2017.07,1969.34,2002.51
2/28/2020,2020.17,2031.01,1980.82,1987.01
2/27/2020,2073.87,2085.4,2049.15,2054.89
